# step  t  vx_mean  vy_mean  vmag_mean
0 0.00000000e+00 1.39915326e-03 -1.18903001e-03 1.83614330e-03
100 1.00000000e+01 1.39317894e-03 -1.09604711e-03 1.77264403e-03
200 2.00000000e+01 1.38603349e-03 -1.08120940e-03 1.75786876e-03
300 3.00000000e+01 1.41534838e-03 -1.25483959e-03 1.89151617e-03
400 4.00000000e+01 1.30426511e-03 -1.30295090e-03 1.84358036e-03
500 5.00000000e+01 1.29929068e-03 -1.14630337e-03 1.73267646e-03
600 6.00000000e+01 1.30894873e-03 -1.09694735e-03 1.70781740e-03
700 7.00000000e+01 1.22321444e-03 -1.08299172e-03 1.63374558e-03
800 8.00000000e+01 1.22219545e-03 -1.10736443e-03 1.64924762e-03
900 9.00000000e+01 1.22850726e-03 -1.04051491e-03 1.60993831e-03
1000 1.00000000e+02 1.25380012e-03 -9.92950983e-04 1.59936437e-03
1100 1.10000000e+02 1.20530988e-03 -9.30188340e-04 1.52250525e-03
1200 1.20000000e+02 1.17825356e-03 -8.12510611e-04 1.43124245e-03
1300 1.30000000e+02 1.14622025e-03 -8.03789706e-04 1.39996384e-03
1400 1.40000000e+02 1.12662499e-03 -6.89590408e-04 1.32091590e-03
1500 1.50000000e+02 1.09612045e-03 -5.97412058e-04 1.24835140e-03
1600 1.60000000e+02 1.07970135e-03 -6.06746646e-04 1.23850575e-03
1700 1.70000000e+02 1.05223851e-03 -5.32958889e-04 1.17951306e-03
1800 1.80000000e+02 1.02250883e-03 -4.67172067e-04 1.12417706e-03
1900 1.90000000e+02 9.88409971e-04 -5.12384460e-04 1.11332480e-03
2000 2.00000000e+02 9.52990260e-04 -4.33251378e-04 1.04685108e-03
2100 2.10000000e+02 9.32589988e-04 -4.87327081e-04 1.05224131e-03
2200 2.20000000e+02 8.98320926e-04 -4.13326576e-04 9.88847483e-04
2300 2.30000000e+02 8.63485271e-04 -3.53640498e-04 9.33096145e-04
2400 2.40000000e+02 8.79152678e-04 -3.82039696e-04 9.58573816e-04
2500 2.50000000e+02 8.50485929e-04 -3.33963195e-04 9.13705494e-04
2600 2.60000000e+02 8.21300433e-04 -2.89252755e-04 8.70747700e-04
2700 2.70000000e+02 7.92027684e-04 -2.47954944e-04 8.29933435e-04
2800 2.80000000e+02 8.28851829e-04 -2.36137217e-04 8.61833012e-04
2900 2.90000000e+02 7.89395766e-04 -1.93502769e-04 8.12766262e-04
3000 3.00000000e+02 7.52446125e-04 -1.54999900e-04 7.68244844e-04
3100 3.10000000e+02 7.17258838e-04 -1.20743287e-04 7.27350797e-04
3200 3.20000000e+02 8.05893331e-04 -2.09808757e-04 8.32756732e-04
3300 3.30000000e+02 8.48084048e-04 -2.98356521e-04 8.99034574e-04
3400 3.40000000e+02 8.10788886e-04 -2.58290267e-04 8.50936237e-04
3500 3.50000000e+02 7.81733776e-04 -2.23647658e-04 8.13096532e-04
3600 3.60000000e+02 8.40915367e-04 -2.14719141e-04 8.67895710e-04
3700 3.70000000e+02 6.95401628e-04 -2.96617305e-04 7.56019345e-04
3800 3.80000000e+02 6.80135447e-04 -2.47792923e-04 7.23868468e-04
3900 3.90000000e+02 6.64015242e-04 -2.08655867e-04 6.96026948e-04
4000 4.00000000e+02 6.46034314e-04 -1.72160988e-04 6.68580392e-04
4100 4.10000000e+02 6.25845802e-04 -1.38189760e-04 6.40920726e-04
4200 4.20000000e+02 6.04015659e-04 -1.06860702e-04 6.13395570e-04
4300 4.30000000e+02 5.83113520e-04 -1.68329876e-04 6.06923657e-04
4400 4.40000000e+02 5.58930100e-04 -1.21365352e-04 5.71954898e-04
4500 4.50000000e+02 4.89571714e-04 -1.59527553e-04 5.14907276e-04
4600 4.60000000e+02 5.39456727e-04 -1.96592999e-04 5.74162318e-04
4700 4.70000000e+02 6.09065173e-04 -1.70642001e-04 6.32518045e-04
4800 4.80000000e+02 5.80485794e-04 -1.33435169e-04 5.95624631e-04
4900 4.90000000e+02 6.31751318e-04 -1.04045488e-04 6.40261815e-04
5000 5.00000000e+02 6.56252145e-04 -1.46406193e-04 6.72385047e-04
5100 5.10000000e+02 6.14492630e-04 -9.88365427e-05 6.22390436e-04
5200 5.20000000e+02 6.12707110e-04 -1.54049296e-04 6.31776217e-04
5300 5.30000000e+02 5.83131448e-04 -1.20352313e-04 5.95421670e-04
5400 5.40000000e+02 5.53462422e-04 -8.82094828e-05 5.60447647e-04
