# step  t  vx_mean  vy_mean  vmag_mean
0 0.00000000e+00 2.01380393e-03 -1.67570799e-03 2.61980982e-03
100 1.00000000e+01 1.99477421e-03 -1.53840729e-03 2.51909133e-03
200 2.00000000e+01 1.92001613e-03 -1.69450743e-03 2.56082358e-03
300 3.00000000e+01 1.92319730e-03 -1.84847252e-03 2.66749667e-03
400 4.00000000e+01 1.90340914e-03 -1.62060442e-03 2.49986501e-03
500 5.00000000e+01 1.87543221e-03 -1.52339775e-03 2.41619260e-03
600 6.00000000e+01 1.86597847e-03 -1.58616994e-03 2.44904282e-03
700 7.00000000e+01 1.86801760e-03 -1.52283825e-03 2.41008840e-03
800 8.00000000e+01 1.81926624e-03 -1.41294557e-03 2.30350707e-03
900 9.00000000e+01 1.74764253e-03 -1.29054300e-03 2.17249986e-03
1000 1.00000000e+02 1.78086828e-03 -1.28324248e-03 2.19504057e-03
1100 1.10000000e+02 1.73046615e-03 -1.11393479e-03 2.05799995e-03
1200 1.20000000e+02 1.67891325e-03 -9.77142248e-04 1.94256446e-03
1300 1.30000000e+02 1.62820076e-03 -8.57362465e-04 1.84013807e-03
1400 1.40000000e+02 1.62213726e-03 -8.29551020e-04 1.82194517e-03
1500 1.50000000e+02 1.58650952e-03 -8.40969384e-04 1.79561743e-03
1600 1.60000000e+02 1.48654100e-03 -8.06045777e-04 1.69100974e-03
1700 1.70000000e+02 1.44879869e-03 -6.95647264e-04 1.60715362e-03
1800 1.80000000e+02 1.37305132e-03 -6.79067161e-04 1.53179703e-03
1900 1.90000000e+02 1.40875031e-03 -6.06954913e-04 1.53393993e-03
2000 2.00000000e+02 1.38070306e-03 -5.98680985e-04 1.50491191e-03
2100 2.10000000e+02 1.36742450e-03 -5.98107756e-04 1.49250884e-03
2200 2.20000000e+02 1.48092001e-03 -7.02439982e-04 1.63906864e-03
2300 2.30000000e+02 1.41678040e-03 -6.81140809e-04 1.57201130e-03
2400 2.40000000e+02 1.44227990e-03 -5.99544146e-04 1.56192973e-03
2500 2.50000000e+02 1.42886781e-03 -5.92990953e-04 1.54702989e-03
2600 2.60000000e+02 1.41328713e-03 -5.96255646e-04 1.53391698e-03
2700 2.70000000e+02 1.38518959e-03 -6.02329616e-04 1.51048044e-03
2800 2.80000000e+02 1.40091404e-03 -6.53392170e-04 1.54579477e-03
2900 2.90000000e+02 1.39297149e-03 -6.42253144e-04 1.53390309e-03
3000 3.00000000e+02 1.34529511e-03 -5.61220862e-04 1.45766518e-03
3100 3.10000000e+02 1.32393313e-03 -5.76698862e-04 1.44408466e-03
