# step  t  vx_mean  vy_mean  vmag_mean
0 0.00000000e+00 1.69852152e-04 -2.15674678e-04 2.74527449e-04
100 1.00000000e+01 1.89988583e-04 -2.11331746e-04 2.84177354e-04
200 2.00000000e+01 1.64643396e-04 -1.24431841e-04 2.06375218e-04
300 3.00000000e+01 1.70050975e-04 -1.25478517e-04 2.11334314e-04
400 4.00000000e+01 2.60571833e-04 -1.93104061e-04 3.24325235e-04
500 5.00000000e+01 2.39668909e-04 -2.60318571e-04 3.53845933e-04
600 6.00000000e+01 2.44635274e-04 -2.20044327e-04 3.29037875e-04
700 7.00000000e+01 2.44693540e-04 -1.96824592e-04 3.14030012e-04
800 8.00000000e+01 2.11476960e-04 -2.92104349e-04 3.60620930e-04
900 9.00000000e+01 2.42258742e-04 -3.33318952e-04 4.12056819e-04
1000 1.00000000e+02 1.76540780e-04 -3.48042551e-04 3.90256665e-04
1100 1.10000000e+02 1.59677991e-04 -3.80467915e-04 4.12617129e-04
1200 1.20000000e+02 1.81893323e-04 -3.36906203e-04 3.82872003e-04
1300 1.30000000e+02 1.92847248e-04 -3.02752305e-04 3.58955456e-04
1400 1.40000000e+02 1.99790302e-04 -2.74415012e-04 3.39440368e-04
1500 1.50000000e+02 2.04349781e-04 -2.49841454e-04 3.22768625e-04
1600 1.60000000e+02 2.07167337e-04 -2.28027726e-04 3.08082699e-04
1700 1.70000000e+02 2.08669459e-04 -2.08372308e-04 2.94893136e-04
1800 1.80000000e+02 2.09129008e-04 -1.90513427e-04 2.82896284e-04
1900 1.90000000e+02 2.08704922e-04 -1.74131375e-04 2.71807800e-04
2000 2.00000000e+02 1.77355512e-04 -2.31010694e-04 2.91240310e-04
2100 2.10000000e+02 1.81328840e-04 -2.08572368e-04 2.76373987e-04
2200 2.20000000e+02 1.83670199e-04 -1.90049250e-04 2.64298051e-04
2300 2.30000000e+02 1.84408011e-04 -1.73198627e-04 2.52990274e-04
2400 2.40000000e+02 1.83942466e-04 -1.57809540e-04 2.42360644e-04
2500 2.50000000e+02 1.87290876e-04 -2.16683373e-04 2.86408024e-04
2600 2.60000000e+02 1.86994963e-04 -1.95650558e-04 2.70640457e-04
2700 2.70000000e+02 1.85518962e-04 -1.78414339e-04 2.57388736e-04
2800 2.80000000e+02 1.83522527e-04 -1.62857526e-04 2.45363183e-04
2900 2.90000000e+02 1.81022595e-04 -1.48547828e-04 2.34170103e-04
3000 3.00000000e+02 1.78119619e-04 -1.35304392e-04 2.23682536e-04
3100 3.10000000e+02 1.74947359e-04 -1.23072765e-04 2.13900641e-04
3200 3.20000000e+02 1.71548963e-04 -1.11740774e-04 2.04731647e-04
3300 3.30000000e+02 1.67893653e-04 -1.01240927e-04 1.96056125e-04
3400 3.40000000e+02 1.64113269e-04 -9.14878110e-05 1.87891417e-04
3500 3.50000000e+02 1.81568175e-04 -1.55062007e-04 2.38770242e-04
3600 3.60000000e+02 1.04180472e-04 -1.72485816e-04 2.01506643e-04
3700 3.70000000e+02 1.16650896e-04 -1.59033152e-04 1.97228231e-04
3800 3.80000000e+02 1.23614343e-04 -1.47447092e-04 1.92408812e-04
