# step  t  vx_mean  vy_mean  vmag_mean
0 0.00000000e+00 5.70170674e-03 -4.59577469e-03 7.32329194e-03
100 1.00000000e+01 5.61007252e-03 -4.71624499e-03 7.32911185e-03
200 2.00000000e+01 5.51894028e-03 -4.50191554e-03 7.12221491e-03
300 3.00000000e+01 5.51719591e-03 -4.37544379e-03 7.04158783e-03
400 4.00000000e+01 5.44442143e-03 -4.05731890e-03 6.78996034e-03
500 5.00000000e+01 5.44435903e-03 -3.80830187e-03 6.64411081e-03
600 6.00000000e+01 5.32591203e-03 -3.41972266e-03 6.32928448e-03
700 7.00000000e+01 5.33804065e-03 -3.69135546e-03 6.49005263e-03
800 8.00000000e+01 5.20437956e-03 -3.56331118e-03 6.30735707e-03
900 9.00000000e+01 5.19237434e-03 -3.54433362e-03 6.28673621e-03
1000 1.00000000e+02 5.15087740e-03 -3.29860859e-03 6.11656412e-03
1100 1.10000000e+02 5.23829134e-03 -3.32556339e-03 6.20476172e-03
1200 1.20000000e+02 5.11562685e-03 -3.64652066e-03 6.28225684e-03
1300 1.30000000e+02 4.90680663e-03 -3.47397360e-03 6.01209147e-03
1400 1.40000000e+02 4.85255476e-03 -3.36954463e-03 5.90771688e-03
1500 1.50000000e+02 4.91195824e-03 -3.21921660e-03 5.87287742e-03
1600 1.60000000e+02 4.81221080e-03 -3.29377968e-03 5.83149701e-03
1700 1.70000000e+02 4.92086355e-03 -3.42819374e-03 5.99728358e-03
1800 1.80000000e+02 5.08972490e-03 -3.49468039e-03 6.17398499e-03
1900 1.90000000e+02 5.26089780e-03 -3.60462535e-03 6.37733248e-03
2000 2.00000000e+02 5.28235268e-03 -3.73108918e-03 6.46716911e-03
2100 2.10000000e+02 5.38778072e-03 -3.88638698e-03 6.64320592e-03
2200 2.20000000e+02 5.47907129e-03 -3.61125427e-03 6.56211701e-03
2300 2.30000000e+02 5.53896930e-03 -4.20335541e-03 6.95329976e-03
2400 2.40000000e+02 5.64461341e-03 -4.36850497e-03 7.13761138e-03
2500 2.50000000e+02 5.42414002e-03 -4.26463271e-03 6.89988312e-03
2600 2.60000000e+02 5.49031794e-03 -4.10285080e-03 6.85397518e-03
2700 2.70000000e+02 5.29769249e-03 -4.09744633e-03 6.69735860e-03
2800 2.80000000e+02 5.30470023e-03 -3.80057143e-03 6.52565611e-03
2900 2.90000000e+02 5.24370372e-03 -3.44229443e-03 6.27262462e-03
3000 3.00000000e+02 5.25659835e-03 -3.09870159e-03 6.10194869e-03
3100 3.10000000e+02 5.20134531e-03 -2.99847522e-03 6.00373606e-03
3200 3.20000000e+02 5.20551251e-03 -2.95349257e-03 5.98502121e-03
3300 3.30000000e+02 5.31390728e-03 -3.42114153e-03 6.31995412e-03
3400 3.40000000e+02 5.20225614e-03 -3.29388492e-03 6.15736525e-03
3500 3.50000000e+02 5.12215821e-03 -3.21675581e-03 6.04847276e-03
3600 3.60000000e+02 5.24015073e-03 -3.20736924e-03 6.14380966e-03
3700 3.70000000e+02 5.14692673e-03 -3.12259025e-03 6.02008511e-03
3800 3.80000000e+02 4.98919748e-03 -3.15445568e-03 5.90276902e-03
3900 3.90000000e+02 5.23943547e-03 -3.37042846e-03 6.22988540e-03
4000 4.00000000e+02 5.19815134e-03 -3.33126774e-03 6.17398754e-03
4100 4.10000000e+02 5.19185048e-03 -3.65463598e-03 6.34914762e-03
4200 4.20000000e+02 5.42030344e-03 -3.74783296e-03 6.58983621e-03
4300 4.30000000e+02 5.33836940e-03 -3.77001800e-03 6.53538244e-03
4400 4.40000000e+02 5.46719087e-03 -3.76590993e-03 6.63869367e-03
4500 4.50000000e+02 5.28560858e-03 -3.84393358e-03 6.53555533e-03
4600 4.60000000e+02 5.46932872e-03 -3.95878917e-03 6.75170855e-03
4700 4.70000000e+02 5.33789257e-03 -3.80555214e-03 6.55555674e-03
4800 4.80000000e+02 5.27069811e-03 -3.76036437e-03 6.47461186e-03
4900 4.90000000e+02 5.45187388e-03 -3.69013194e-03 6.58331243e-03
5000 5.00000000e+02 5.63162332e-03 -3.63678299e-03 6.70383262e-03
5100 5.10000000e+02 5.70378732e-03 -3.72030679e-03 6.80983644e-03
5200 5.20000000e+02 5.62429428e-03 -3.69696040e-03 6.73054250e-03
5300 5.30000000e+02 5.67625929e-03 -3.70261562e-03 6.77711457e-03
5400 5.40000000e+02 5.72110992e-03 -3.54864076e-03 6.73230644e-03
5500 5.50000000e+02 5.88954659e-03 -3.56538943e-03 6.88467580e-03
5600 5.60000000e+02 5.74866449e-03 -3.49855470e-03 6.72956376e-03
5700 5.70000000e+02 5.83632477e-03 -3.46808112e-03 6.78898177e-03
5800 5.80000000e+02 5.79012046e-03 -3.29437014e-03 6.66170920e-03
5900 5.90000000e+02 5.72160631e-03 -3.17798159e-03 6.54494811e-03
6000 6.00000000e+02 5.71409380e-03 -3.25989444e-03 6.57858493e-03
6100 6.10000000e+02 5.64199500e-03 -3.42099019e-03 6.59812712e-03
